title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
2支装烟酰胺10%羟基磷灰石牙膏 | 深层清洁，多种口味，清新提神，水果香型配方，持久清新口气，适合所有年龄段人群,,￥9-￥99,https://img.kwcdn.com/product/fancy/b99e8b32-bed7-48c5-88f6-d4bee3966849.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
黑色可??充电牙齿LED灯，16颗蓝光LED灯珠，200mAh锂电池，口腔护理配件，LED牙齿设备,,￥9-￥99,https://img.kwcdn.com/product/fancy/9fbbd473-836e-4f20-af57-414f470ae3d5.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
COSLUS CX20 电动牙线棒：便携式无线口腔冲洗器，10.14盎司，可充电旅行冲洗清洁器，电动水牙线清洁器，黑色，情人节礼物,,￥9-￥99,https://img.kwcdn.com/product/fancy/40ef7e58-ad2f-4f8c-a0c6-6e51228e4e44.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
（1/5/10/20/30对）5D美白牙贴，随时随地，轻松美白牙齿，不含过氧化物 - 方便快捷，轻松拥有亮白牙齿！外出必备！,,￥9-￥99,https://img.kwcdn.com/product/fancy/007b5f4b-e356-4264-b68b-6ff03f09101a.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
这款泵式牙膏蕴含羟基磷灰石和天然草本成分，深层清洁配方，呵护牙齿，清新口气，温和日常口腔护理，泡沫丰富细腻，泵头设计方便取用，有助于改善牙齿外观，令牙齿洁净亮泽。,,￥9-￥99,https://img.kwcdn.com/product/fancy/fcfa96c9-e22e-4ff9-99e7-395e91cd68f2.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
这款声波电动牙刷具备IPX8级防水性能，包含8个替换刷头、一个旅行收纳盒和USB充电功能。它采用金属刷杆，适合成年男女使用，并配有牙刷架。,,￥9-￥99,https://img.kwcdn.com/product/fancy/8013fe04-663d-4b63-bb0c-2e8b7b197df8.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
Denttach 义齿粘合剂，热塑性软垫，适用于上颌和下颌义齿的软衬垫，舒适缓冲，可牢固固定义齿长达 7 天，无需胶水，不含锌,,￥9-￥99,https://img.kwcdn.com/local-goods-image/20195053bec/e2f506c3-ae89-41da-8e97-971f1295ec8a_2000x2000.jpeg.format.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2支装烟酰胺牙膏 - 深层清洁，薄荷清新口气，蕴含椰子油和芦荟，购买牙膏赠送牙刷，送礼佳品，完美的圣诞礼物,,￥9-￥99,https://img.kwcdn.com/product/fancy/ec6caeec-b3c2-4c33-99e8-83963a0c28aa.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
芦荟牙膏——清洁牙齿，预防蛀牙，亮白牙齿，去除牙渍和污垢——适合敏感牙齿护理,,￥9-￥99,https://img.kwcdn.com/product/fancy/a0e8e0f0-62db-44c3-8ad8-c168c7b4f555.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
14片装5D牙贴/日常深度清洁牙贴，牙齿，牙贴，母亲节礼物/教师节礼物,,￥9-￥99,https://img.kwcdn.com/product/fancy/7c7e3c77-cf59-4df6-8c07-7300dc725eb8.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
WELSUNDE 欧洲配方 9D 亮白牙膏，深层清洁并添加羟基磷灰石凝胶，旅行装（60克/2.12盎司），紫色包装，清新薄荷口气，温和呵护牙龈，男女皆宜，口腔卫生礼品,,￥9-￥99,https://img.kwcdn.com/product/fancy/0580229d-4dc1-4f88-b0ba-ce669d9e9fba.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
便携式旅行牙刷牙膏盒带盖，含漱口杯 - 紧凑型户外洗漱套装，浴室必备品，旅行必备,,￥9-￥99,https://img.kwcdn.com/product/open/558796fda11640ea9bc1626674eafc9c-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
套装包含：1个假牙收纳盒+2根牙签，1个圆形硅胶便携式保持器盒（上下牙均配有硅胶垫），1根便携式牙签，以及1个隐形保持器收纳盒——旨在保护您的口腔护理用品。,,￥9-￥99,https://img.kwcdn.com/product/fancy/bbcab4d3-937a-4661-8c67-1b928baf517f.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
56片/28对 9D 牙贴 - 安全有效，去除污垢，美白牙齿，蓝白配色，不含防腐剂，温和呵护敏感牙龈，适合日常使用，牙齿护理产品，口腔卫生工具，安全护齿，不含防腐剂材质,,￥9-￥99,https://img.kwcdn.com/product/fancy/05112168-1d9a-468f-9bbd-e8a579a0f0b6.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
天然牙刷薄荷牙膏，含羟基磷灰石，深层清洁牙齿，清新口气，保护牙龈——便携式口腔护理产品，适合旅行携带，天然口腔卫生凝胶,,￥9-￥99,https://img.kwcdn.com/product/fancy/8bb0cb55-8517-44ef-8730-b3e3f9397150.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
牙齿美白套装，LED光牙齿美白仪，含牙膏、牙托、牙刷和牙托盒 - 快速恢复您的亮白笑容（薄荷味）,,￥9-￥99,https://img.kwcdn.com/product/fancy/acc2e679-f523-450a-acfb-d022f8c16ef8.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
18K镀金嘻哈牙套 - 上下牙均可佩戴，立方氧化锆朋克牙套，适合说唱歌手和角色扮演者，瞬间改变笑容！,,￥9-￥99,https://img.kwcdn.com/product/fancy/42590d85-7636-4a14-990c-67858dde18fb.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
EELHOE 口香糖笔，蕴含山梨糖醇和芦荟精华，温和清洁清新口气，滋润口腔，深层清洁保湿，保护牙龈，0.07盎司,,￥9-￥99,https://img.kwcdn.com/product/fancy/28736b03-e8da-45d7-ae39-332eb0239065.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
GuruNanda牙齿美白贴 - 7天疗程，采用防滑干贴技术 - 精心设计，打造更亮白笑容,,￥9-￥99,https://img.kwcdn.com/local-goods-image/2013f77285c/885d2a9b-fd64-40e3-b1ac-38becc813f20.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2支装天然椰子油牙膏，专为敏感牙龈和牙齿设计 - 温和配方，蕴含椰子油和椰奶，深层清洁，温和呵护口腔，清新口气 | 热带风情包装 | 椰子油浸润,,￥9-￥99,https://img.kwcdn.com/product/fancy/9e234997-ae5c-4dbf-8e98-4c3f26c7cb73.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
1支7D高级PAP+快速洁牙笔,,￥9-￥99,https://img.kwcdn.com/product/fancy/caaddaad-a4d3-42e5-bee4-d7cfd1094778.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
7/14/21/28对3D牙齿美白贴，亮白清洁牙齿，去除茶渍和咖啡渍，适合旅行和外出使用。,,￥9-￥99,https://img.kwcdn.com/product/fancy/7cef6b64-6e45-4113-b871-168e9a2b9abd.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
美白洁牙膏，1/2/3/4/8支装，深层清洁口腔，美白牙齿，适合家庭和旅行使用，男女皆宜，方便携带，清新薄荷味,,￥9-￥99,https://img.kwcdn.com/product/fancy/4c20baa7-defb-4640-8195-5fd7d8709101.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2支装烟酰胺牙膏，薄荷桃子口味，深层清洁牙齿，多种口味可选，清爽果味配方，清洁亮白牙齿，强健牙齿，欧洲配方，男女皆宜的口腔健康卫生礼品,,￥9-￥99,https://img.kwcdn.com/product/fancy/bc3ef50d-e879-4b04-ab78-62e65427eaf7.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
7/14/21/28对装 7D 美白紫色牙贴 牙齿美白贴 牙齿清洁贴 清洁亮白牙贴 日常使用及旅行,,￥9-￥99,https://img.kwcdn.com/product/fancy/15802c24-bf69-4e7a-89d0-e2b795b45392.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
牙龈清洁凝胶笔 - 清洁牙渍，呵护牙龈，美白牙齿，口腔护理凝胶笔，0.07盎司,,￥9-￥99,https://img.kwcdn.com/product/fancy/09dae8ca-d52c-47a0-8b49-78004910953b.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2瓶装口腔护理精华液，每瓶1.01盎司，蕴含丁香花油、大蒜根油、薰衣草油和姜黄根油，温和呵护口腔、牙齿和牙龈，令口腔倍感清凉舒适，口气自然清新。,,￥9-￥99,https://img.kwcdn.com/product/fancy/bf022c66-4c66-46db-9ef2-7e6df3125e4f.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
14对/28片升级版4倍美白牙贴，便携无刺激美白牙膏,,￥9-￥99,https://img.kwcdn.com/product/fancy/bb5d778e-1763-4820-a25a-55ffd56b926d.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
100克羟基磷灰石牙膏（1支），含10%羟基磷灰石，薄荷香型，有效清洁牙齿，清新口气，保护牙龈，基础口腔护理，适合所有人使用，方便旅行携带及居家日常使用,,￥9-￥99,https://img.kwcdn.com/product/fancy/cc0a9193-803b-4372-8e95-14f64d16c69b.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
适用于 Oral-B Pro 1000/2000/3000/3500/1500 和 Philips Sonicare Protective Clean 4100/5100 的旅行收纳包 - 耐用网布和拉链封口，符合人体工程学的手柄设计，方便携带，可收纳智能手机、平板电脑等。,,￥9-￥99,https://img.kwcdn.com/product/fancy/fc738062-1033-4b0d-91e4-1e109b35e7c1.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
瞬间美白牙齿，自信展现笑容，保护牙龈，男女皆宜 - 100克,,￥9-￥99,https://img.kwcdn.com/product/open/e1977bfd3a164c43966af611a533cc31-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
GLORYIN [6件套旅行套装] [6件套旅行套装 X 2] 白色铂金系列橄榄形防滑手柄旅行必备家用、成人、情侣、软毛牙刷。,,￥9-￥99,https://img.kwcdn.com/product/fancy/0b33e14c-b995-464b-b4ee-cfaf9ff69df2.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
升级版紫色牙贴，方便携带，居家旅行皆宜，日常使用安全可靠，呵护口腔健康，安全清洁牙齿。,,￥9-￥99,https://img.kwcdn.com/product/fancy/acbdec7e-51e7-49bd-b31a-c295f7539897.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
14/28片装 9D 牙齿贴 - 深层清洁亮白牙齿贴，适合日常使用，温和呵护敏感牙龈，易于贴敷，美白牙齿，牙齿护理产品，口腔卫生，时尚包装，易于使用的贴片，牙齿贴，牙齿护理套装,,￥9-￥99,https://img.kwcdn.com/product/fancy/60fb1b62-d2ce-4096-be5d-654189f0853d.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
3支装羟基磷灰石牙膏，20% HAP-PRO配方，100克/3.52盎司，薄荷精油深层清洁牙膏，清新口气，强化口腔护理，基础清洁，让您拥有自信笑容，口腔护理必备，适合所有人,,￥9-￥99,https://img.kwcdn.com/product/fancy/c06c43b7-2c51-42c0-85f2-5c2287b82046.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2支装薄荷味口腔喷雾，清新口气，持久留香，适合约会、派对和餐后使用，0.74盎司*2 - 母亲节礼物、节日礼物，男女通用,,￥9-￥99,https://img.kwcdn.com/product/fancy/1122824c-8ef3-42b7-bd8b-a9d6bc6e858c.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
28片/14对 9D 最新款牙贴，日常及旅行牙齿清洁美白贴片,,￥9-￥99,https://img.kwcdn.com/product/fancy/2419bdc7-3931-429e-b41e-e11cc55ceac5.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
老式假牙固定器盒，隐形牙套收纳盒，便携式假牙盒,,￥9-￥99,https://img.kwcdn.com/product/fancy/e102fef1-f717-4f56-9021-9d4bb870071f.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
2支装口香糖口腔凝胶笔 - 清凉 - 推荐用于去除牙菌斑和清新口气，方便携带的咀嚼凝胶，用于清洁和去除污渍，适用于各种口腔（凝胶笔）,,￥9-￥99,https://img.kwcdn.com/product/fancy/9f1ad179-95e1-45af-8e90-126194c08130.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
临时美齿假牙 - 逼真的临时材料，适用于缺失/断裂的牙齿，易于佩戴且贴合牢固，适合进食和日常使用 - 男女皆宜（中老年人） - 外观与牙齿填充物相似，不可替换！,,￥9-￥99,https://img.kwcdn.com/product/fancy/8c41fe2d-f7d0-4bfd-9ed7-25d91e8eccad.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
单盒装和双盒装口腔护理精华，温和滋润牙龈，令口腔、牙齿和牙龈清凉、舒适、自然、清新,,￥9-￥99,https://img.kwcdn.com/product/fancy/8535196f-29e7-4622-b076-6a62b5ab390b.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
9D 紫色牙膏，深层清洁，亮白笑容，紫色羟基磷灰石牙膏 - 薄荷清新口气，温和呵护牙龈，旅行装，男女皆宜的理想口腔护理礼品，适合日常使用，深层清洁，清新口气，1.18盎司,,￥9-￥99,https://img.kwcdn.com/product/open/3e59a8e1113f4b22a3581fd552b1d8a4-goods.jpeg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
适用于 Oral-B Pro 1000、2000、3000、3500、1500 型号以及 Philips Sonicare Protective Clean 4100 和 5100 型号牙刷的旅行收纳袋（仅含收纳袋）,,￥9-￥99,https://img.kwcdn.com/product/fancy/fc738062-1033-4b0d-91e4-1e109b35e7c1.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
烟酰胺美白羟基磷灰石牙膏，深层清洁，去除牙渍，清新口气，果味配方，桃子薄荷口味，刷牙令牙齿更亮白，温和不刺激配方，适合所有人，口腔护理礼品，旅行装,,￥9-￥99,https://img.kwcdn.com/product/fancy/f4ef2c10-cfeb-470c-b4fe-07a64f33c6e0.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
LED牙齿美白灯套装，含5支牙齿凝胶，安全护牙釉质，是送给父母或男女朋友的完美礼物。,,￥9-￥99,https://img.kwcdn.com/product/fancy/dcbc09bd-ec6e-4c4e-b1b9-ebb3ca3a18d1.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
Lecareph 9X 紫色牙膏，烟酰胺和羟基磷灰石 (HAP) 颜色矫正配方，温和去除咖啡、茶、红酒渍，呵护牙龈，清新口气，深层清洁，按压式牙膏，适用于牙齿泛黄敏感，90克/3.17盎司,,￥9-￥99,https://img.kwcdn.com/product/fancy/057fb432-8655-4cdf-a033-5f966023e575.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
便携式口气清新喷雾，清新口气，便携式口腔喷雾，持久清新口腔，三种口味，节日礼物，男女通用，派对聚会必备,,￥9-￥99,https://img.kwcdn.com/product/fancy/2150868f-d197-423b-ad5a-91aadc4b897d.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
水牙线，水牙线棒，4种可调节模式，含4个喷嘴，可充电无线冲牙器，便携式IPX7级防水，居家旅行两用，黑色款，圣诞礼物,,￥9-￥99,https://img.kwcdn.com/product/fancy/7fde6540-8437-4f93-ba8e-035ae1d7147b.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
这款可充电式洁牙器拥有5种速度模式、IPX6级防水防溅、USB充电、带镜子和2个可替换刷头，可清洁牙缝，并配备LED灯，有效去除牙渍和牙垢。,,￥9-￥99,https://img.kwcdn.com/product/fancy/18422c93-422f-4846-9196-1dd63e2166b0.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
4瓶薄荷味口腔喷雾，清新口气，持久留香，适合约会前和餐后使用，可作为礼物送给朋友、节日礼物或母亲节礼物，0.74盎司*4,,￥9-￥99,https://img.kwcdn.com/product/fancy/c21b46ad-3836-4d33-88a1-6ab253a420ef.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
9D牙贴，4片/2对，蓝色牙贴，适合日常使用和旅行，清洁美白牙齿贴片,,￥9-￥99,https://img.kwcdn.com/product/fancy/c0e95ac6-f2f5-445c-8d49-235aa3bbf621.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
5D牙齿贴，让您的笑容更灿烂——不含过氧化物，无毒防滑升级配方。在家即可拥有亮丽笑容！内含20/40片！,,￥9-￥99,https://img.kwcdn.com/product/fancy/b2036ed4-284a-447a-afaf-985dd96561c8.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
口干喷雾 - 即刻补水，持久清新口气，呵护口腔健康 - 口气清新剂及口干护理,,￥9-￥99,https://img.kwcdn.com/product/fancy/cea43b14-2696-4d12-8841-631076734537.jpg?imageView2/2/w/150/q/50/format/avif,,个人护理,口腔护理,IVCN202510271176,,,,2026/6/25,,￥9-￥99,热销品,,
